Stock Name,Current Volume,Avg Volume,Volume Ratio,RSI,Timeframe,Timestamp
TATACONSUM,8717812.0,2232246.25,3.9053988779239748,72.86536602706477,DAY,2025-04-03 22:13:03
TATACONSUM,8717812.0,2232246.25,3.9053988779239748,72.86536602706477,DAY,2025-04-03 22:14:59
TATACONSUM,8717812.0,2232246.25,3.9053988779239748,72.86536602706477,DAY,2025-04-03 22:16:56
SBILIFE,1876774.0,1132692.05,1.6569146044593497,66.24566578230754,DAY,2025-04-03 22:18:51
TATACONSUM,8717812.0,2232246.25,3.9053988779239748,72.86536602706477,DAY,2025-04-03 22:18:59
NESTLEIND,1300852.0,672159.4,1.9353326011657352,47.13530372973969,DAY,2025-04-03 22:38:01
SBILIFE,1876774.0,1132692.05,1.6569146044593497,66.24566578230754,DAY,2025-04-03 22:38:12
TATACONSUM,8717812.0,2232246.25,3.9053988779239748,72.86536602706477,DAY,2025-04-03 22:38:21
TITAN,1674921.0,1033457.65,1.6206963101003704,48.56594272274408,DAY,2025-04-03 22:38:29
